# Table of General Standard Chinese Characters mapped to Unicode
index number	codepoint
7987	U+2C7C1
7988	U+85DF
7989	U+85E6
7990	U+85E8
7991	U+9E72
7992	U+6AAB
7993	U+9EE1
7994	U+791E
7995	U+790C
7996	U+255A8
7997	U+8E62
7998	U+8E5C
7999	U+87EB
8000	U+45F4
8001	U+569A
8002	U+9AC3
8003	U+956E
8004	U+9571
8005	U+9142
8006	U+99A7
8007	U+7C20
8008	U+7C1D
8009	U+7C30
8010	U+9F2B
8011	U+9F29
8012	U+76A6
8013	U+81D1
8014	U+4CA2
8015	U+9CD1
8016	U+9CD2
8017	U+9E71
8018	U+9E6F
8019	U+7657
8020	U+2648D
8021	U+65DE
8022	U+7FF7
8023	U+5181
8024	U+4396
8025	U+7014
8026	U+700D
8027	U+700C
8028	U+895C
8029	U+4D19
8030	U+2C64A
8031	U+56AD
8032	U+3C00
8033	U+9B37
8034	U+91AD
8035	U+8E6F
8036	U+880B
8037	U+7FFE
8038	U+9CD8
8039	U+5133
8040	U+5134
8041	U+9F17
8042	U+2CDAD
8043	U+29F8C
8044	U+9CDA
8045	U+9CDB
8046	U+9E91
8047	U+9E96
8048	U+8803
8049	U+5F5F
8050	U+5B3F
8051	U+9B12
8052	U+8618
8053	U+6B02
8054	U+91B5
8055	U+98A5
8056	U+7517
8057	U+287E0
8058	U+5DC7
8059	U+9145
8060	U+9ACE
8061	U+72A8
8062	U+2CDAE
8063	U+28B49
8064	U+3E0C
8065	U+7214
8066	U+7031
8067	U+7039
8068	U+703C
8069	U+7035
8070	U+896B
8071	U+5B45
8072	U+9AA6
8073	U+2C64B
8074	U+8030
8075	U+24AC9
8076	U+74D6
8077	U+9B18
8078	U+8DAF
8079	U+2CE93
8080	U+7F4D
8081	U+9F31
8082	U+9CE0
8083	U+9CE1
8084	U+9CE3
8085	U+721F
8086	U+721A
8087	U+7048
8088	U+97C2
8089	U+7CF5
8090	U+863C
8091	U+7935
8092	U+9E74
8093	U+8E94
8094	U+76AD
8095	U+9FA2
8096	U+9CE4
8097	U+4EB9
8098	U+7C65
8099	U+9F37
8100	U+2B6AD
8101	U+7383
8102	U+91BE
8103	U+9F47
8104	U+89FF
8105	U+883C
